"timestamp","email_hash","send_date"
"2026-06-10T08:47:06Z","1b4a4aa2ea4b842a231f49e4d39b4e5b","2026-06-10"
"2026-06-10T08:47:08Z","03f19fcb6f5d43efe674fa2cc3a1af58","2026-06-10"
"2026-06-10T08:47:27Z","28355f553f9c6bad64d2919cab9b2849","2026-06-10"
"2026-06-10T08:47:30Z","823ae098e437f5659340e1aafd490f70","2026-06-10"
"2026-06-10T08:47:54Z","4b56a19abf112ca13d9fd95562b6a5a8","2026-06-10"
"2026-06-10T08:52:23Z","618f3d509c7c922783162efbf26f28e7","2026-06-10"
"2026-06-10T08:56:51Z","0dfac4bc089be3733257a48fabb61aba","2026-06-10"
"2026-06-10T09:10:50Z","fa8c2f10f62d6925b9b7b0a4c27a7669","2026-06-10"
"2026-06-10T09:14:10Z","e056a42a8f7ea847cb12d674017adb4f","2026-06-10"
"2026-06-10T09:43:15Z","6e7ad3404407705ca64c7f9e05d25674","2026-06-10"
"2026-06-10T10:06:57Z","0cf58a5ab91b86ac5439beda2e446fad","2026-06-10"
"2026-06-10T10:44:04Z","752bcf5b530e8fcccbe473bd1b381b34","2026-06-10"
"2026-06-10T11:23:07Z","9eb08ef5f994dddf7062aa4ddd094153","2026-06-10"
"2026-06-10T12:12:30Z","c7df70e92f67a25712514c75116a244f","2026-06-10"
"2026-06-10T13:12:22Z","orphan-2","2026-06-10"
"2026-06-10T14:21:17Z","fdbb42b495f9d9864d5912e4cb096fb9","2026-06-10"
"2026-06-11T16:05:36Z","a2b50a90bc1db98b0f27f36c7d9796a7","2026-06-10"
"2026-06-16T23:43:16Z","orphan-1","2026-06-10"
