"timestamp","email_hash","article_rank","target_url","send_date"
"2026-07-06T08:59:54Z","2940c1e6b1c8f18c92cdb49dccec1c43","3","https://www.lemonde.fr/sport/article/2026/07/06/coupe-du-monde-2026-fin-de-partie-pour-le-bresil-et-le-mexique-choc-portugal-espagne-ce-qu-il-faut-retenir-du-dimanche-5-juillet-ce-qu-il-faudra-suivre-lundi-6_6721136_3242.html","2026-07-06"
"2026-07-06T08:59:55Z","2940c1e6b1c8f18c92cdb49dccec1c43","2","https://doctissimo.fr/sante/news-sante/mortalite-en-forte-hausse-fin-juin-ce-que-montrent-les-premiers-chiffres-de-sante-publique-france-785574.htm","2026-07-06"
"2026-07-06T08:59:56Z","2940c1e6b1c8f18c92cdb49dccec1c43","5","https://numerama.com/vroom/2289973-mondial-de-lauto-2026-toutes-les-voitures-electriques-attendues.html","2026-07-06"
"2026-07-06T08:59:58Z","2940c1e6b1c8f18c92cdb49dccec1c43","1","https://franceinfo.fr/environnement/evenements-meteorologiques-extremes/vagues-de-chaleur-canicules/on-ne-sait-pas-tout-les-scientifiques-avaient-prevu-le-rechauffement-climatique-mais-jusqu-ou-vont-leurs-connaissances-du-monde-qui-nous-attend_8088068.html","2026-07-06"
"2026-07-06T09:00:06Z","c906dcb3b1d0aba353fcc11dd7b3d163","3","https://www.lemonde.fr/sport/article/2026/07/06/coupe-du-monde-2026-fin-de-partie-pour-le-bresil-et-le-mexique-choc-portugal-espagne-ce-qu-il-faut-retenir-du-dimanche-5-juillet-ce-qu-il-faudra-suivre-lundi-6_6721136_3242.html","2026-07-06"
"2026-07-06T09:00:07Z","c906dcb3b1d0aba353fcc11dd7b3d163","2","https://doctissimo.fr/sante/news-sante/mortalite-en-forte-hausse-fin-juin-ce-que-montrent-les-premiers-chiffres-de-sante-publique-france-785574.htm","2026-07-06"
"2026-07-06T09:00:08Z","c906dcb3b1d0aba353fcc11dd7b3d163","5","https://numerama.com/vroom/2289973-mondial-de-lauto-2026-toutes-les-voitures-electriques-attendues.html","2026-07-06"
"2026-07-06T09:00:11Z","c906dcb3b1d0aba353fcc11dd7b3d163","1","https://franceinfo.fr/environnement/evenements-meteorologiques-extremes/vagues-de-chaleur-canicules/on-ne-sait-pas-tout-les-scientifiques-avaient-prevu-le-rechauffement-climatique-mais-jusqu-ou-vont-leurs-connaissances-du-monde-qui-nous-attend_8088068.html","2026-07-06"
"2026-07-06T09:00:25Z","06baa2e16de012afe352f6f906de3908","5","https://numerama.com/vroom/2289973-mondial-de-lauto-2026-toutes-les-voitures-electriques-attendues.html","2026-07-06"
"2026-07-06T09:00:26Z","06baa2e16de012afe352f6f906de3908","3","https://www.lemonde.fr/sport/article/2026/07/06/coupe-du-monde-2026-fin-de-partie-pour-le-bresil-et-le-mexique-choc-portugal-espagne-ce-qu-il-faut-retenir-du-dimanche-5-juillet-ce-qu-il-faudra-suivre-lundi-6_6721136_3242.html","2026-07-06"
"2026-07-06T09:00:27Z","06baa2e16de012afe352f6f906de3908","1","https://franceinfo.fr/environnement/evenements-meteorologiques-extremes/vagues-de-chaleur-canicules/on-ne-sait-pas-tout-les-scientifiques-avaient-prevu-le-rechauffement-climatique-mais-jusqu-ou-vont-leurs-connaissances-du-monde-qui-nous-attend_8088068.html","2026-07-06"
"2026-07-06T09:00:28Z","06baa2e16de012afe352f6f906de3908","2","https://doctissimo.fr/sante/news-sante/mortalite-en-forte-hausse-fin-juin-ce-que-montrent-les-premiers-chiffres-de-sante-publique-france-785574.htm","2026-07-06"
"2026-07-06T09:01:06Z","fdbb42b495f9d9864d5912e4cb096fb9","5","https://numerama.com/vroom/2289973-mondial-de-lauto-2026-toutes-les-voitures-electriques-attendues.html","2026-07-06"
"2026-07-06T09:01:07Z","fdbb42b495f9d9864d5912e4cb096fb9","3","https://www.lemonde.fr/sport/article/2026/07/06/coupe-du-monde-2026-fin-de-partie-pour-le-bresil-et-le-mexique-choc-portugal-espagne-ce-qu-il-faut-retenir-du-dimanche-5-juillet-ce-qu-il-faudra-suivre-lundi-6_6721136_3242.html","2026-07-06"
"2026-07-06T09:01:09Z","fdbb42b495f9d9864d5912e4cb096fb9","1","https://franceinfo.fr/environnement/evenements-meteorologiques-extremes/vagues-de-chaleur-canicules/on-ne-sait-pas-tout-les-scientifiques-avaient-prevu-le-rechauffement-climatique-mais-jusqu-ou-vont-leurs-connaissances-du-monde-qui-nous-attend_8088068.html","2026-07-06"
"2026-07-06T09:01:10Z","fdbb42b495f9d9864d5912e4cb096fb9","2","https://doctissimo.fr/sante/news-sante/mortalite-en-forte-hausse-fin-juin-ce-que-montrent-les-premiers-chiffres-de-sante-publique-france-785574.htm","2026-07-06"
