"timestamp","email_hash","article_rank","reaction","send_date"
"2026-04-27T21:51:16Z","752bcf5b530e8fcccbe473bd1b381b34","6","dislike","2026-04-27"
"2026-04-27T21:51:15Z","752bcf5b530e8fcccbe473bd1b381b34","5","dislike","2026-04-27"
"2026-04-27T21:51:12Z","752bcf5b530e8fcccbe473bd1b381b34","1","like","2026-04-27"
"2026-04-27T21:51:13Z","752bcf5b530e8fcccbe473bd1b381b34","2","like","2026-04-27"
"2026-04-27T21:51:13Z","752bcf5b530e8fcccbe473bd1b381b34","3","meh","2026-04-27"
"2026-04-27T21:51:14Z","752bcf5b530e8fcccbe473bd1b381b34","4","meh","2026-04-27"
"2026-04-27T21:42:21Z","752bcf5b530e8fcccbe473bd1b381b34","7","dislike","2026-04-27"
