"timestamp","email_hash","article_rank","reaction","send_date"
"2026-04-29T09:41:23Z","752bcf5b530e8fcccbe473bd1b381b34","1","like","2026-04-29"
"2026-04-29T09:41:25Z","752bcf5b530e8fcccbe473bd1b381b34","2","like","2026-04-29"
"2026-04-29T09:41:26Z","752bcf5b530e8fcccbe473bd1b381b34","3","meh","2026-04-29"
"2026-04-29T09:41:27Z","752bcf5b530e8fcccbe473bd1b381b34","4","like","2026-04-29"
"2026-04-29T09:41:28Z","752bcf5b530e8fcccbe473bd1b381b34","5","meh","2026-04-29"
"2026-04-29T09:41:29Z","752bcf5b530e8fcccbe473bd1b381b34","6","meh","2026-04-29"
"2026-04-29T09:41:30Z","752bcf5b530e8fcccbe473bd1b381b34","7","meh","2026-04-29"
