"timestamp","email_hash","article_rank","target_url","send_date"
"2026-06-25T08:22:32Z","2940c1e6b1c8f18c92cdb49dccec1c43","5","https://twog.fr/actualites-du-mercredi-24-juin-2026-le-comptwoir-du-jour/","2026-06-25"
"2026-06-25T08:22:33Z","2940c1e6b1c8f18c92cdb49dccec1c43","1","https://franceinfo.fr/environnement/meteo/bulletins-meteo/previsions-quotidiennes/meteo-en-france-ce-25-juin-2026-alertes-canicule-et-previsions_8078603.html","2026-06-25"
"2026-06-25T08:22:34Z","2940c1e6b1c8f18c92cdb49dccec1c43","3","https://www.lequipe.fr/Football/Actualites/Coupe-du-monde-2026-decouvrez-en-temps-reel-les-affiches-des-16es-de-finale/1697945","2026-06-25"
"2026-06-25T08:22:36Z","2940c1e6b1c8f18c92cdb49dccec1c43","7","https://www.fff.fr/article/16957-tout-sur-la-coupe-du-monde-fifa-2026.html","2026-06-25"
"2026-06-25T08:22:38Z","2940c1e6b1c8f18c92cdb49dccec1c43","7","https://lesnumeriques.com/evenement-sportif/coupe-du-monde-2026-programme-et-horaires-des-matchs-du-jeudi-25-juin-n258083.html","2026-06-25"
"2026-06-25T08:22:39Z","2940c1e6b1c8f18c92cdb49dccec1c43","4","https://ouest-france.fr/shopping/direct-soldes-dete-2026-les-meilleures-offres-de-la-premiere-journee-73d36cc6-4a93-4363-8ef7-452c4ba1eca7","2026-06-25"
"2026-06-25T08:22:41Z","2940c1e6b1c8f18c92cdb49dccec1c43","3","https://cnews.fr/sport/2026-06-24/coupe-du-monde-2026-le-programme-complet-des-matchs-du-jeudi-25-juin-1881313","2026-06-25"
"2026-06-25T08:22:42Z","2940c1e6b1c8f18c92cdb49dccec1c43","2","https://actu.orange.fr/societe/high-tech/des-scientifiques-detectent-les-empreintes-de-la-frontiere-d-un-trou-noir-CNT000002q9QxE.html","2026-06-25"
"2026-06-25T08:22:43Z","2940c1e6b1c8f18c92cdb49dccec1c43","6","https://meteo.bzh/actualite/risque-orageux-pour-ce-jeudi-25-juin-2026-2026-06-24","2026-06-25"
"2026-06-25T08:22:45Z","2940c1e6b1c8f18c92cdb49dccec1c43","1","https://www.leparisien.fr/paris-75/canicule-jusqua-41-c-un-pic-de-chaleur-de-trois-jours-frappe-lile-de-france-24-06-2026-NXIU6CTIMNCANECDJL5IPQRRBA.php","2026-06-25"
"2026-06-25T08:23:11Z","06baa2e16de012afe352f6f906de3908","6","https://meteo.bzh/actualite/risque-orageux-pour-ce-jeudi-25-juin-2026-2026-06-24","2026-06-25"
"2026-06-25T08:23:12Z","06baa2e16de012afe352f6f906de3908","7","https://www.fff.fr/article/16957-tout-sur-la-coupe-du-monde-fifa-2026.html","2026-06-25"
"2026-06-25T08:23:13Z","06baa2e16de012afe352f6f906de3908","5","https://twog.fr/actualites-du-mercredi-24-juin-2026-le-comptwoir-du-jour/","2026-06-25"
"2026-06-25T08:23:15Z","06baa2e16de012afe352f6f906de3908","3","https://cnews.fr/sport/2026-06-24/coupe-du-monde-2026-le-programme-complet-des-matchs-du-jeudi-25-juin-1881313","2026-06-25"
"2026-06-25T08:23:16Z","06baa2e16de012afe352f6f906de3908","3","https://www.lequipe.fr/Football/Actualites/Coupe-du-monde-2026-decouvrez-en-temps-reel-les-affiches-des-16es-de-finale/1697945","2026-06-25"
"2026-06-25T08:23:17Z","06baa2e16de012afe352f6f906de3908","2","https://actu.orange.fr/societe/high-tech/des-scientifiques-detectent-les-empreintes-de-la-frontiere-d-un-trou-noir-CNT000002q9QxE.html","2026-06-25"
