"timestamp","email_hash","send_date"
"2026-06-20T08:21:11Z","orphan-2","2026-06-20"
"2026-06-20T08:21:29Z","823ae098e437f5659340e1aafd490f70","2026-06-20"
"2026-06-20T08:22:41Z","2940c1e6b1c8f18c92cdb49dccec1c43","2026-06-20"
"2026-06-20T08:22:50Z","618f3d509c7c922783162efbf26f28e7","2026-06-20"
"2026-06-20T08:50:59Z","e506509715a582b06923a8638a89fe33","2026-06-20"
"2026-06-20T09:00:18Z","9eb08ef5f994dddf7062aa4ddd094153","2026-06-20"
"2026-06-20T09:25:34Z","fa8c2f10f62d6925b9b7b0a4c27a7669","2026-06-20"
"2026-06-20T09:55:50Z","fdbb42b495f9d9864d5912e4cb096fb9","2026-06-20"
"2026-06-20T10:06:15Z","0dfac4bc089be3733257a48fabb61aba","2026-06-20"
"2026-06-20T10:13:11Z","orphan-1","2026-06-20"
"2026-06-20T12:55:08Z","e056a42a8f7ea847cb12d674017adb4f","2026-06-20"
"2026-06-20T16:05:59Z","6e7ad3404407705ca64c7f9e05d25674","2026-06-20"
"2026-06-21T08:41:38Z","a2b50a90bc1db98b0f27f36c7d9796a7","2026-06-20"
"2026-06-21T10:26:24Z","0cf58a5ab91b86ac5439beda2e446fad","2026-06-20"
"2026-06-21T12:11:05Z","d8cc5ed8b60e95a53f485a733d23163d","2026-06-20"
"2026-06-22T08:31:21Z","c7df70e92f67a25712514c75116a244f","2026-06-20"
