"timestamp","email_hash","send_date"
"2026-08-04T07:35:41Z","1b4a4aa2ea4b842a231f49e4d39b4e5b","2026-08-04"
"2026-08-04T07:35:42Z","03f19fcb6f5d43efe674fa2cc3a1af58","2026-08-04"
"2026-08-04T07:35:58Z","823ae098e437f5659340e1aafd490f70","2026-08-04"
"2026-08-04T07:36:00Z","28355f553f9c6bad64d2919cab9b2849","2026-08-04"
"2026-08-04T07:37:10Z","4b56a19abf112ca13d9fd95562b6a5a8","2026-08-04"
"2026-08-04T07:37:43Z","c7df70e92f67a25712514c75116a244f","2026-08-04"
"2026-08-04T07:44:55Z","618f3d509c7c922783162efbf26f28e7","2026-08-04"
"2026-08-04T08:06:43Z","d8cc5ed8b60e95a53f485a733d23163d","2026-08-04"
"2026-08-04T08:07:03Z","9eb08ef5f994dddf7062aa4ddd094153","2026-08-04"
"2026-08-04T08:19:12Z","0cf58a5ab91b86ac5439beda2e446fad","2026-08-04"
"2026-08-04T08:21:44Z","752bcf5b530e8fcccbe473bd1b381b34","2026-08-04"
"2026-08-04T09:00:40Z","6e7ad3404407705ca64c7f9e05d25674","2026-08-04"
"2026-08-04T09:01:19Z","fa8c2f10f62d6925b9b7b0a4c27a7669","2026-08-04"
"2026-08-04T11:11:23Z","e056a42a8f7ea847cb12d674017adb4f","2026-08-04"
"2026-08-04T14:46:43Z","orphan-2","2026-08-04"
"2026-08-06T14:34:06Z","fdbb42b495f9d9864d5912e4cb096fb9","2026-08-04"
"2026-08-31T06:51:19Z","legacy","2026-08-04"
