"timestamp","email_hash","article_rank","target_url","send_date"
"2026-06-15T10:54:47Z","06baa2e16de012afe352f6f906de3908","6","https://20minutes.fr/planete/previsions-meteo/4228963-20260615-meteo-paris-previsions-lundi-15-juin-2026","2026-06-15"
"2026-06-15T10:54:48Z","06baa2e16de012afe352f6f906de3908","3","https://www.tf1info.fr/examens/bac-de-philosophie-2026-decouvrez-les-sujets-et-les-corriges-des-series-technologiques-2446104.html","2026-06-15"
"2026-06-15T10:54:49Z","06baa2e16de012afe352f6f906de3908","3","https://actu.fr/societe/bac-2026-place-a-la-redoutable-epreuve-de-philo-voici-les-sujets-et-corriges-du-lundi-15-juin_64372636.html","2026-06-15"
"2026-06-15T10:54:50Z","06baa2e16de012afe352f6f906de3908","1","https://www.fff.fr/article/16957-tout-sur-la-coupe-du-monde-fifa-2026.html","2026-06-15"
"2026-06-15T10:54:51Z","06baa2e16de012afe352f6f906de3908","5","https://boursorama.com/bourse/actualites/les-valeurs-a-suivre-a-paris-et-en-europe-1e0dd14cf584f1b8538c9e2f3918530a","2026-06-15"
"2026-06-15T10:54:52Z","06baa2e16de012afe352f6f906de3908","4","https://moneyvox.fr/votre-argent/actualites/109273/arret-maladie-ce-qui-change-a-partir-du-1er-septembre-2026","2026-06-15"
"2026-06-15T10:54:53Z","06baa2e16de012afe352f6f906de3908","3","https://www.linternaute.com/actualite/examens/1312137-sujet-de-philosophie-au-bac-2026-voici-les-sujets-tombes-quelle-epreuve-ce-lundi/","2026-06-15"
"2026-06-15T10:54:55Z","06baa2e16de012afe352f6f906de3908","1","https://www.cnews.fr/sport/2026-06-15/france-senegal-coupe-du-monde-de-2026-quelle-heure-et-sur-quelle-chaine-1876772","2026-06-15"
"2026-06-15T10:54:55Z","06baa2e16de012afe352f6f906de3908","2","https://www.lemonde.fr/sport/article/2026/06/15/coupe-du-monde-2026-ce-qu-il-faut-retenir-du-dimanche-14-juin-et-ce-qu-il-faudra-suivre-lundi-15-juin_6703154_3242.html","2026-06-15"
"2026-06-15T10:54:58Z","06baa2e16de012afe352f6f906de3908","6","https://meteo.bzh/actualite/la-meteo-de-votre-lundi-15-juin-2026-2026-06-12","2026-06-15"
