"timestamp","email_hash","article_rank","reaction","send_date"
"2026-09-01T07:55:14Z","752bcf5b530e8fcccbe473bd1b381b34","1","like","2026-09-01"
"2026-09-01T07:55:15Z","752bcf5b530e8fcccbe473bd1b381b34","2","dislike","2026-09-01"
"2026-09-01T07:55:17Z","752bcf5b530e8fcccbe473bd1b381b34","3","dislike","2026-09-01"
"2026-09-01T07:55:18Z","752bcf5b530e8fcccbe473bd1b381b34","4","dislike","2026-09-01"
"2026-09-01T07:55:19Z","752bcf5b530e8fcccbe473bd1b381b34","5","dislike","2026-09-01"
"2026-09-01T07:55:20Z","752bcf5b530e8fcccbe473bd1b381b34","6","meh","2026-09-01"
"2026-09-01T07:55:21Z","752bcf5b530e8fcccbe473bd1b381b34","7","meh","2026-09-01"
"2026-09-01T07:55:22Z","752bcf5b530e8fcccbe473bd1b381b34","8","meh","2026-09-01"
"2026-09-01T07:55:24Z","752bcf5b530e8fcccbe473bd1b381b34","9","meh","2026-09-01"
